ABL1
ABL1
ABL2
ALK
ATM
BCL10
BCL11B
BCL2
BCL3
BCL6
BRAF
BTG1
CALR
CCND1
CCND2
CCND3
CD274
CDK6
CDKN2A
CDKN2B
CDKN2C
CIITA
CKS1B
CRLF2
CSF1R
CSF2RA
DLEU2
DLEU7
DUSP22
DUX4
EBF1
EPOR
ETV6
EZH2
FGFR1
FLT3
FOXP1
GATA2
IGH
IGK
IGL
IKZF1
IL3RA
IRF4
JAK2
KMT2A
MALT1
MECOM
MPL
MYC
NTRK1
NTRK3
NUP98
NUTM1
PAX5
PDCD1LG2
PDGFRA
PDGFRB
RB1
REL
RET
RUNX1
TAL1
TCL1A
TLX1
TLX3
TP53
TP63
TRA
TRB
TRD
TRG
ZNF384
